P122	小學	地利亞英文小學暨幼稚園     DELIA ENGLISH PRIMARY SCHOOL & KG     http://www.deliapri-kg.edu.hk	九龍美孚新邨百老匯街８４至８６號	1/F 84-86 BROADWAY STREET MEI FOO SUN CHUEN KOWLOON
P123	小學	地利亞（加拿大）學校     DELIA SCHOOL OF CANADA     http://www.delia.edu.hk/	香港鰂魚涌太古城	TAIKOO SHING QUARRY BAY HONG KONG
P124	小學	拔萃男書院     DIOCESAN BOYS' SCHOOL     http://www.dbspd.edu.hk	九龍旺角亞皆老街１３１號	131 ARGYLE STREET MONGKOK KOWLOON
P125	小學	拔萃女小學     DIOCESAN GIRLS' JUNIOR SCHOOL     http://www.dgjs.edu.hk	九龍佐敦道１號	1 JORDAN ROAD KOWLOON
P126	小學	拔萃小學     DIOCESAN PREPARATORY SCHOOL     http://www.dps.edu.hk/	九龍九龍塘志士達道一及三號	1 & 3 CHESTER ROAD KOWLOON TONG KOWLOON
P127	小學	DISCOVERY BAY INTERNATIONAL SCHOOL     http://www.dbis.edu.hk/	新界大嶼山愉景灣	DISCOVERY BAY LANTAU ISLAND NEW TERRITORIES
P128	小學	智新書院     DISCOVERY COLLEGE     http://www.discovery.edu.hk	新界大嶼山愉景灣海澄湖畔路３８號	38 SIENA AVENUE DISCOVERY BAY, LANTAU ISLAND NEW TERRITORIES
P129	小學	弘志學校     DISCOVERY MIND PRIMARY SCHOOL     http://www.dmps.edu.hk	新界大嶼山愉景灣海澄湖畔路９２號１樓１０２舖	SHOP 102 1/F 92 SIENA AVENUE DISCOVERY BAY LANTAU ISLAND NEW TERRITORIES
P130	小學	弘志學校     DISCOVERY MIND PRIMARY SCHOOL   	新界大嶼山東涌東涌海濱路８號海堤灣畔商場地下Ａ Ｂ Ｃ Ｄ１及Ｄ２舖	SHOP A B C D1 & D2 G/F SEAVIEW CRESCENT 8 TUNG CHUNG WATERFRONT ROAD TUNG CHUNG LANTAU ISLAND NEW TERRITORIES
P131	小學	DISCOVERY MONTESSORI ACADEMY   	新界大嶼山愉景灣北１座	BLOCK 1 DISCOVERY BAY NORTH DISCOVERY BAY CITY LANTAU ISLAND NEW TERRITORIES
P132	小學	胡素貞博士紀念學校     DR CATHERINE F WOO MEMORIAL SCHOOL     http://www.dcfwms.edu.hk	新界沙田第一城得寶街８號	8 TAK PO STREET CITY ONE SHATIN NEW TERRITORIES
P133	小學	心光恩望學校     EBENEZER NEW HOPE SCHOOL     http://www.ebenezer-enhs.edu.hk/	香港薄扶林薄扶林道１３１號	131 POKFULAM ROAD POKFULAM HONG KONG
P134	小學	心光學校     EBENEZER SCHOOL     http://www.ebenezer.org.hk	香港薄扶林薄扶林道１３１號（１樓及４樓幼兒中心專用範圍除外）	131 POKFULAM ROAD POKFULAM HONG KONG
P135	小學	香港教育大學賽馬會小學     EDUHK JOCKEY CLUB PRI SCH     http://www.edujcps.edu.hk/	新界大埔露屏路１０號香港教育學院	10 LO PING ROAD THE HONG KONG INSTITUTE OF EDUCATION TAI PO NEW TERRITORIES
P136	小學	基督教香港信義會信愛學校     ELCHK FAITH LOVE LUTHERAN SCHOOL     http://www.cwflls.edu.hk	香港柴灣漁灣邨第二座校舍	ESTATE SCHOOL NO.2 YUE WAN ESTATE CHAI WAN HONG KONG
P137	小學	基督教香港信義會紅磡信義學校     ELCHK HUNG HOM LUTHERAN PRIMARY SCHOOL     http://www.hhlps.edu.hk	九龍炮仗街３９號	39 PAU CHUNG STREET KOWLOON
P138	小學	基督教香港信義會葵盛信義學校     ELCHK KWAI SHING LUTHERAN PRI SCH     http://www.kslps.edu.hk	新界葵涌葵盛邨屋邨學校第六座校舍	ESTATE SCHOOL NO. 6 KWAI SHING ESTATE KWAI CHUNG NEW TERRITORIES
P139	小學	基督教香港信義會宏信書院     ELCHK LUTHERAN ACADEMY     http://www.luac.edu.hk	新界元朗欖口村路２５號	25 LAM HAU TSUEN ROAD YUEN LONG NEW TERRITORIES
P140	小學	基督教香港信義會啟信學校     ELCHK LUTHERAN SCHOOL   	新界元朗安信街丈量約分第１２０約地段第３７９７號	LOT3797 DD120 ON SHUN STREET YUEN LONG NEW TERRITORIES
P141	小學	靈光小學     EMMANUEL PRIMARY SCHOOL     http://www.emm.edu.hk	新界深井青山公路１３咪	13 MILES CASTLE PEAK ROAD SHAM TSENG NEW TERRITORIES
P142	小學	九龍靈光小學     EMMANUEL PRIMARY SCHOOL, KOWLOON     http://www.eps.edu.hk	九龍九龍城馬頭圍盛德街３６至３８號	36-38 SHING TAK STREET MA TAU WAI KOWLOON
P143	小學	勵志會梁李秀娛紀念小學     ENDEAVR LEUNG LEE SAU YU MEM PRI SCH     http://www.llsy.edu.hk	香港筲箕灣耀興道２５號	25 YIU HING ROAD SHAUKEIWAN HONG KONG
P144	小學	基督教中國佈道會聖道學校     EVAN CHINA FELLOWSHIP HOLY WORD SCH     http://www.holyword.edu.hk	九龍油塘鯉魚門道６０號	60 LEI YUE MUN ROAD YAU TONG KOWLOON
P145	小學	播道書院     EVANGEL COLLEGE     http://www.evangel.edu.hk	新界將軍澳至善街７號	7 CHI SHIN STREET TSEUNG KWAN O NEW TERRITORIES
P146	小學	基督教粉嶺神召會小學     FANLING ASSEMBLY OF GOD CHURCH PRI SCH     http://www.fagps.edu.hk	新界粉嶺和鳴里２號	2 WO MING LANE FANLING NEW TERRITORIES
P147	小學	粉嶺官立小學     FANLING GOVERNMENT PRIMARY SCHOOL     http://www.fgps.edu.hk	新界粉嶺祥華邨	CHEUNG WAH ESTATE FANLING NEW TERRITORIES
P148	小學	粉嶺公立學校     FANLING PUBLIC SCHOOL     http://www.flp.edu.hk	新界粉嶺粉嶺村	FANLING VILLAGE FANLING NEW TERRITORIES
P149	小學	農圃道官立小學     FARM ROAD GOVERNMENT PRIMARY SCHOOL     http://www.frgps.edu.hk	九龍土瓜灣農圃道８號	8 FARM ROAD TOKWAWAN KOWLOON
P150	小學	五邑鄒振猷學校     FDBWA CHOW CHIN YAU SCHOOL     http://www.fdccys.edu.hk	新界屯門蝴蝶邨兆山苑	SIU SHAN COURT, BUTTERFLY ESTATE TUEN MUN NEW TERRITORIES
P151	小學	神召第一小學暨幼稚園     FIRST ASSEMBLY OF GOD PRI SCH & KG     http://pskg.faog.org.hk/	九龍九龍城亞皆老街１２３號	123 ARGYLE STREET KOWLOON CITY KOWLOON
P152	小學	五邑工商總會學校     FIVE DISTRICTS BUSINESS WEL ASSN SCH     http://www.fdbwa.edu.hk	九龍深水埗永康街７０號	70 WING HONG STREET SHAMSHUIPO KOWLOON
P153	小學	樹宏學校     FOREST HOUSE WALDORF SCHOOL   	新界西貢早禾路１８號早禾居商場	COMMERCIAL DEVELOPMENT, FLORAL VILLAS 18 TSO WO ROAD SAI KUNG NEW TERRITORIES
P154	小學	郭怡雅神父紀念學校     FR CUCCHIARA MEMORIAL SCHOOL     http://www.fcms.edu.hk/	新界青衣長青邨屋邨第２校舍	ESTATE SCHOOL NO. 2 CHEUNG CHING ESTATE TSING YI NEW TERRITORIES
P155	小學	循理會白普理基金循理小學     FREE METHODIST BRADBURY CHUN LEI PRI SCH     http://www.chunlei.edu.hk	新界沙田新翠邨	SUN CHUI ESTATE SHATIN NEW TERRITORIES
P156	小學	循理會美林小學     FREE METHODIST MEI LAM PRIMARY SCHOOL     http://www.fmml.edu.hk	新界沙田大圍美城苑	MEI SHING COURT TAI WAI SHATIN NEW TERRITORIES
P157	小學	鮮魚行學校     FRESH FISH TRADERS' SCHOOL     http://www.ffts.edu.hk	九龍大角咀詩歌舞街３３號	33 SYCAMORE STREET TAI KOK TSUI KOWLOON
P158	小學	方樹福堂基金方樹泉小學     FSFTF FONG SHU CHUEN PRI SCH     http://fsc.edu.hk/w3/	新界粉嶺華明邨第二期	WAH MING ESTATE PHASE II FANLING NEW TERRITORIES
P159	小學	福德學社小學     FUK TAK EDUCATION SOCIETY PRIMARY SCHOOL     http://www.ftesps.edu.hk	新界沙頭角山咀村	SHAN TSUI VILLAGE SHA TAU KOK NEW TERRITORIES
P160	小學	福德學社小學     FUK TAK EDUCATION SOCIETY PRIMARY SCHOOL     http://www.shantsui.edu.hk	新界沙頭角崗下村	KONG HA VILLAGE SHA TAU KOK NEW TERRITORIES
P161	小學	福榮街官立小學     FUK WING STREET GOVERNMENT PRIM SCH     http://www.fwsgps.edu.hk	九龍深水埗福榮街２３１號	231 FUK WING STREET SHAMSHUIPO KOWLOON
P162	小學	福建中學附屬學校     FUKIEN SECONDARY SCHOOL AFFILIATED SCH     http://www.fssas.edu.hk	九龍觀塘油塘邨第二期	YAU TONG ESTATE PHASE 2 KWUN TONG KOWLOON
P163	小學	鳳溪創新小學     FUNG KAI INNOVATIVE SCHOOL     http://www.fkis.edu.hk	新界上水馬會道１９Ａ號	19A JOCKEY CLUB ROAD SHEUNG SHUI NEW TERRITORIES
P164	小學	鳳溪廖潤琛紀念學校     FUNG KAI LIU YUN-SUM MEMORIAL SCHOOL     http://www.lys.fungkai.edu.hk	新界粉嶺華明邨第一期	WAH MING ESTATE PHASE I FANLING NEW TERRITORIES
P165	小學	鳳溪第一小學     FUNG KAI NO.1 PRIMARY SCHOOL     http://www.fk1ps.edu.hk	新界上水馬會道１５號及１９號	15 & 19 JOCKEY CLUB ROAD SHEUNG SHUI NEW TERRITORIES
P166	小學	優才（楊殷有娣）書院     G. T. (ELLEN YEUNG) COLLEGE     http://www.gtschool.edu.hk	新界將軍澳嶺光街１０號	10 LING KWONG STREET TSEUNG KWAN O NEW TERRITORIES
P167	小學	優才（楊殷有娣）書院     G. T. (ELLEN YEUNG) COLLEGE     http://www.gtschool.edu.hk	九龍旺角洗衣街３１號	31 SAI YEE STREET MONGKOK KOWLOON
P168	小學	東莞工商總會張煌偉小學     GCC&ITKD CHEONG WONG WAI PRI SCH     http://www.cwwps.edu.hk	新界沙田新翠邨	SUN CHUI ESTATE SHATIN NEW TERRITORIES
P169	小學	葛量洪校友會黃埔學校     GCEPSA WHAMPOA PRIMARY SCHOOL     http://gcewps.edu.hk/	九龍紅磡黃埔花園德安街３０號	30 TAK ON STREET WHAMPOA GARDEN HUNG HOM KOWLOON
P170	小學	GERMAN SWISS INTERNATIONAL SCHOOL[AM]  http://www.gsis.edu.hk/	香港山頂僑福道１１及２２號	11 & 22 GUILDFORD ROAD THE PEAK HONG KONG
P171	小學	GERMAN SWISS INTERNATIONAL SCHOOL[AM]  http://www.gsis.edu.hk/	香港薄扶林薄扶林道１６２號	162 POK FU LAM ROAD POK FU LAM HONG KONG
P172	小學	GERMAN SWISS INTERNATIONAL SCHOOL     http://www.gsis.edu.hk/	香港山頂僑福道１１及２２號	11 & 22 GUILDFORD ROAD THE PEAK HONG KONG
P173	小學	激活英文小學     GIGAMIND ENGLISH PRIMARY SCHOOL     http://www.gigamind.edu.hk/	新界元朗天水圍天龍路九號嘉湖山莊美湖居Ａ座	BLOCK A MAYWOOD COURT, KINGSWOOD VILLAS 9 TIN LUNG ROAD TIN SHUI WAI, YUEN LONG NEW TERRITORIES
P174	小學	己連拿小學     GLENEALY SCHOOL     http://www.glenealy.edu.hk/	香港香雪道７號	7 HORNSEY ROAD MID-LEVEL HONG KONG
P175	小學	天主教善導小學     GOOD COUNSEL CATHOLIC PRIMARY SCHOOL     http://www.gccps.edu.hk	九龍深水埗廣利道９號	9 KWONG LEE ROAD SHAMSHUIPO KOWLOON
P176	小學	德望小學暨幼稚園     GOOD HOPE PRI SCH CUM KG     http://www.ghs.edu.hk/pri	九龍扎山道３８１－３８３號	381-383 JAT'S INCLINE KOWLOON
P177	小學	培生學校     GRACE CHRISTIAN ACADEMY     http://www.gca.edu.hk/	香港渣華道１０８號渣華道１０８商業中心１樓１及２室	UNIT 1 & 2, 1/F JAVA ROAD 108 COMMERCIAL CENTRE 108 JAVA ROAD HONG KONG
P178	小學	漢鼎書院     HAN ACADEMY     http://www.hanacademy.edu.hk	香港香港仔黃竹坑道３３－３５號創協坊地下至２字樓	G/F. - 2/F., GENESIS NOS. 33 - 35 WONG CHUK HANG ROAD ABERDEEN HONG KONG
P179	小學	哈羅香港國際學校     HARROW INTERNATIONAL SCHOOL HONG KONG     http://www.harrowschool.hk	新界屯門青盈路３８號	38 TSING YING ROAD TUEN MUN NEW TERRITORIES
P180	小學	靈實恩光學校     HAVEN OF HOPE SUNNYSIDE SCHOOL     http://www.sunnyside.edu.hk		DD 401, LOT 541 301 ANDERSON ROAD TSEUNG KWAN O NEW TERRITORIES
P181	小學	協恩中學附屬小學     HEEP YUNN PRIMARY SCHOOL     http://www.hyps.edu.hk	九龍農圃道１號	1 FARM ROAD KOWLOON
P182	小學	軒尼詩道官立小學（銅鑼灣）     HENNESSY RD GOVT PRI SCH (CAUSEWAY BAY)     http://hgp.hkcampus.net	香港銅鑼灣東院道３號	3 EASTERN HOSPITAL ROAD CAUSEWAY BAY HONG KONG
P183	小學	軒尼詩道官立小學     HENNESSY ROAD GOVERNMENT PRIMARY SCH    http://www.hrgps.edu.hk/	香港灣仔譚臣道１６９號	169 THOMSON ROAD WANCHAI HONG KONG
P184	小學	香海正覺蓮社佛教陳式宏學校     HHCKLA BUDDHIST CHAN SHI WAN PRIMARY SCH     http://www.bcsw.edu.hk	新界上水彩園邨	CHOI YUEN ESTATE SHEUNG SHUI NEW TERRITORIES
P185	小學	香海正覺蓮社佛教正覺蓮社學校     HHCKLA BUDDHIST CHING KOK LIN ASS SCHOOL     http://www.bcklas.edu.hk	新界粉嶺一鳴路１２號	12 YAT MING ROAD FANLING NEW TERRITORIES
P186	小學	香海正覺蓮社佛教普光學校     HHCKLA BUDDHIST PO KWONG SCHOOL     http://www.pokwong.edu.hk	新界粉嶺欣盛里２號	2 YAN SHING LANE FANLING NEW TERRITORIES
P187	小學	香海正覺蓮社佛教正慧小學     HHCKLA BUDDHIST WISDOM PRI SCH     http://www.wisdom.edu.hk	新界上水清城路６號	6 CHING SHING ROAD SHEUNG SHUI NEW TERRITORIES
P188	小學	香海正覺蓮社佛教黃藻森學校     HHCKLA BUDDHIST WONG CHO SUM SCHOOL     http://www.bwcss.edu.hk	新界將軍澳景林邨	KING LAM ESTATE TSEUNG KWAN O NEW TERRITORIES
P189	小學	興德學校     HING TAK SCHOOL     http://www.hingtak.edu.hk	新界屯門慶平路	HING PING ROAD TUEN MUN NEW TERRITORIES
P190	小學	港澳信義會明道小學     HK & MACAU LUTHERAN CH MING TAO PRI SCH    http://www.hkmlc-mtps.edu.hk	新界將軍澳第七十四區彩明苑	AREA 74 CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES
P191	小學	港澳信義會小學     HK & MACAU LUTHERAN CHURCH PRI SCH     http://www.hkmlcps.edu.hk	新界將軍澳集福路４號	4 CHAP FUK ROAD TSEUNG KWAN O NEW TERRITORIES
P192	小學	港澳信義會黃陳淑英紀念學校     HK & MC LU CH WONG CHAN SOOK YING MEM SC     http://www.wcsy.edu.hk/	新界元朗錦繡花園	FAIRVIEW PARK D D 104 LOT 4665 ORCHID ROAD EAST TAI SHANG WAI YUEN LONG NEW TERRITORIES
P193	小學	僑港伍氏宗親會伍時暢紀念學校     HK ENG CLANSMAN ASSN WU SI CHONG MEM SCH     http://www.wusichong.edu.hk	新界屯門建生邨屋邨小學校舍	ESTATE PRIMARY SCHOOL KIN SANG ESTATE TUEN MUN NEW TERRITORIES
P194	小學	香港紅十字會甘迺迪中心     HK RED CROSS JOHN F KENNEDY CENTRE     http://www.jfk.edu.hk/	香港大口環大口環道１５及１７號	15& 17 SANDY BAY ROAD SANDY BAY HONG KONG
P195	小學	香港紅十字會瑪嘉烈戴麟趾學校     HK RED CROSS MARGARET TRENCH SCHOOL     http://www.mts.edu.hk	九龍黃大仙牛池灣平定道東１０號	10 PING TING ROAD EAST, NGAU CHI WAN WONG TAI SIN KOWLOON
P196	小學	香港紅十字會雅麗珊郡主學校     HK RED CROSS PRINCESS ALEXANDRA SCHOOL     http://www.parcrs.edu.hk	九龍觀塘復康徑８號及９號內之兩層宿舍樓	NO 8 AND TWO-STOREY DORMITORY AT NO 9 REHAB PATH KWUN TONG KOWLOON
P197	小學	香港四邑商工總會新會商會學校     HK SZE YAP C&IA SAN WUI COMM SOCIETY SCH     http://www.sycias.edu.hk	九龍大坑東棠蔭街２１號	21 TONG YAM STREET TAI HANG TUNG KOWLOON
P198	小學	香港道教聯合會雲泉學校     HK TAOIST ASSOCIATION WUN TSUEN SCH     http://www.hktawts.edu.hk	九龍安善道牛頭角上邨	UPPER NGAU TAU KOK ESTATE ON SHIN ROAD KOWLOON
P199	小學	港九街坊婦女會孫方中小學     HK&KLNKW ASSO SUN FONG CHUNG PRI SCH     http://www.sfc.edu.hk/	新界大埔第十七區富善邨第三期屋邨小學第三校舍	ESTATE PRIMARY SCHOOL NO. 3 FU SHIN ESTATE, PHASE III, AREA 17 TAI PO NEW TERRITORIES
P200	小學	香港浸會大學附屬學校王錦輝中小學     HKBUAS WONG KAM FAI SEC & PRI SCH     http://www.hkbuas.edu.hk	新界沙田石門安睦里６號	6 ON MUK LANE, SHEK MUN SHATIN NEW TERRITORIES
P201	小學	保良局建造商會學校     HKCA PO LEUNG KUK SCHOOL   	香港香港天后廟道６２號	62 TIN HAU TEMPLE ROAD HONG KONG
P202	小學	香港華人基督教聯會真道書院     HKCCC UNION LOGOS ACADEMY     http://www.logosacademy.edu.hk	新界將軍澳嶺光街五號	5 LING KWONG STREET TSEUNG KWAN O NEW TERRITORIES
P203	小學	香港中國婦女會丘佐榮學校     HKCWC HIOE TJO YOENG PRI SCH     http://www.hkcwc-htyps.edu.hk	香港筲箕灣西灣河街６１號	61 SAI WAN HO STREET SHAUKIWAN HONG KONG
P204	小學	香港教育工作者聯會黃楚標學校     HKFEW WONG CHO BAU SCHOOL     http://www.hkfewwcb.edu.hk	新界大嶼山東涌逸東邨	YAT TUNG ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES
P205	小學	香港青年協會李兆基小學     HKFYG LEE SHAU KEE PRIMARY SCHOOL     http://www.lskps.edu.hk	新界元朗天水圍天榮路十一號	11 TIN WING ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES
P206	小學	香港紅卍字會屯門卍慈小學     HKRSS TUEN MUN PRIMARY SCHOOL     http://www.hkrsstmps.edu.hk	新界屯門一區良景邨	LEUNG KING ESTATE AREA 1 TUEN MUN NEW TERRITORIES
P207	小學	香港四邑商工總會陳南昌紀念學校     HKSYC&IA CHAN NAM CHONG MEMORIAL SCHOOL     http://www.cncms.edu.hk	新界葵涌榮芳路二十二號	22 WING FONG ROAD KWAI CHUNG NEW TERRITORIES
P208	小學	香港道教聯合會純陽小學     HKTA SHUN YEUNG PRIMARY SCHOOL     http://www.syps.edu.hk/	新界沙田馬鞍山鞍駿街３０號	30 ON CHUN STREET MA ON SHAN, SHATIN NEW TERRITORIES
P209	小學	香港道教聯合會雲泉吳禮和紀念學校     HKTA WUN TSUEN NG LAI WO MEMORIAL SCHOOL     http://www.nlw.edu.hk/	新界大埔第１６區大元邨屋邨第３小學	ESTATE PRIMARY SCHOOL NO.3 TAI YUEN ESTATE AREA 16 TAI PO NEW TERRITORIES
P210	小學	香港道教聯合會圓玄學院石圍角小學     HKTA YUEN YUEN INST SHEK WAI KOK PRI SCH    http://www.swk.edu.hk	新界荃灣石圍角邨屋邨第２小學	ESTATE PRIMARY SCHOOL NO. 2 SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES
P211	小學	香港道教聯合會圓玄學院陳呂重德紀念學校     HKTAYYI CHAN LUI CHUNG TAK MEMORIAL SCH    http://www.clcts.edu.hk	九龍油塘高超道	KO CHIU ROAD YAU TONG KOWLOON
P212	小學	港大同學會小學     HKUGA PRIMARY SCHOOL     http://www.hkugaps.edu.hk	香港柴灣怡盛街９號	9 YEE SHING STREET CHAI WAN HONG KONG
P213	小學	嗇色園主辦可立小學     HO LAP PRI SCH(SPSD BY SIK SIK YUEN)     http://www.holap-p.edu.hk	九龍黃大仙慈雲山慈樂邨第二期	TSZ LOK ESTATE PHASE II TSZ WAN SHAN WONG TAI SIN KOWLOON
P214	小學	嗇色園主辦可銘學校     HO MING PRI SCH SPSD BY SIK SIK YUEN     http://www.homing.edu.hk/	新界元朗天水圍天柏路２號	2 TIN PAK ROAD TIN SHUI WAI, YUEN LONG NEW TERRITORIES
P215	小學	嗇色園主辦可信學校     HO SHUN PRI SCH (SPSD BY SIK SIK YUEN)     http://www.hoshun.edu.hk	新界梨木樹邨屋邨第３校舍	ESTATE SCHOOL NO. 3 LEI MUK SHUE ESTATE NEW TERRITORIES
P216	小學	嗇色園主辦可譽中學暨可譽小學     HO YU COLL & PRI (SPON BY SIK SIK YUEN)     http://www.hoyu.edu.hk	新界東涌健東路４–６號	4-6, KIN TUNG ROAD TUNG CHUNG NEW TERRITORIES
P217	小學	海壩街官立小學     HOI PA STREET GOVERNMENT PRIMARY SCH     http://www.hpsgps.edu.hk/	新界荃灣啓志街１號	1 KAI CHI CLOSE TSUEN WAN NEW TERRITORIES
P218	小學	旅港開平商會學校     HOI PING CHAMBER OF COMMERCE PRI SCH     http://www.hpccps.edu.hk	九龍荔枝角道７００號	700 LAICHIKOK ROAD KOWLOON
P219	小學	天神嘉諾撒學校     HOLY ANGELS CANOSSIAN SCHOOL     http://www.hacs.edu.hk	九龍紅磡鶴園街２１號	21 HOK YUEN STREET HUNG HOM KOWLOON
P220	小學	路德會聖十架學校     HOLY CROSS LUTHERAN SCHOOL     http://www.hcls.edu.hk	新界荃灣路德圍３１號	31 LO TAK COURT TSUEN WAN NEW TERRITORIES
P221	小學	嘉諾撒聖家學校（九龍塘）     HOLY FAMILY CANOSSIAN SCH (KLN TONG)     http://www.holyfamilykt.edu.hk	九龍九龍塘添福道８號	8 TIM FUK ROAD KOWLOON TONG KOWLOON
P222	小學	嘉諾撒聖家學校     HOLY FAMILY CANOSSIAN SCHOOL     http://www.hfkc.edu.hk	九龍九龍城聯合道１０２號	102 JUNCTION ROAD KOWLOON CITY KOWLOON
P223	小學	聖家學校     HOLY FAMILY SCHOOL     http://www.holyfamily.edu.hk	新界坪洲聖家路１號	1 SHING KA ROAD PENG CHAU NEW TERRITORIES
P224	小學	聖三一堂小學     HOLY TRINITY PRIMARY SCHOOL     http://www.htps.edu.hk	九龍富寧街５７號	57 FU NING STREET KOWLOON
P225	小學	漢華中學     HON WAH COLLEGE     http://www.honwah.edu.hk	香港小西灣富欣道３號	3 HARMONY ROAD SIU SAI WAN HONG KONG
P226	小學	匡智元朗晨樂學校     HONG CHI MORNINGJOY SCHOOL, YUEN LONG     http://www.yljoy.edu.hk/	新界元朗元朗體育路１１號	11 YUEN LONG TAI YUK ROAD YUEN LONG NEW TERRITORIES
P227	小學	匡智屯門晨曦學校     HONG CHI MORNINGLIGHT SCHOOL, TUEN MUN     http://www.hctmml.edu.hk	新界屯門育青里２號	2 YUK TSING LANE TUEN MUN NEW TERRITORIES
P228	小學	匡智獅子會晨崗學校     HONG CHI LIONS MORNINGHILL SCHOOL     http://www.hclions.edu.hk	香港跑馬地藍塘道１５９號	159 BLUE POOL ROAD HAPPY VALLEY HONG KONG
P229	小學	匡智翠林晨崗學校     HONG CHI MORNINGHILL SCHOOL, TSUI LAM     http://www.hcmstl.edu.hk	新界將軍澳翠林邨	TSUI LAM ESTATE TSEUNG KWAN O NEW TERRITORIES
P230	小學	匡智屯門晨崗學校     HONG CHI MORNINGHILL SCHOOL, TUEN MUN     http://www.mhs.edu.hk	新界屯門育青里２號	2 YUK TSING LANE TUEN MUN NEW TERRITORIES
P231	小學	匡智屯門晨輝學校     HONG CHI MORNINGHOPE SCHOOL, TUEN MUN    http://www.hctmhope.edu.hk	新界屯門青麟路２號	NO 2 TSING LUN ROAD TUEN MUN NEW TERRITORIES
P232	小學	匡智元朗晨曦學校     HONG CHI MORNINGLIGHT SCHOOL, YUEN LONG     http://www.hcmlsyl.edu.hk	新界元朗錦綉花園荔枝北路１３３號	133 LYCHEE ROAD NORTH FAIRVIEW PARK, YUEN LONG NEW TERRITORIES
P233	小學	匡智松嶺第二校     HONG CHI PINEHILL NO.2 SCHOOL     http://www.hcp2.edu.hk/chi/	新界大埔南坑１６９１地段	DD11 LOT1691 NAM HANG TAI PO NEW TERRITORIES
P234	小學	匡智松嶺第三校     HONG CHI PINEHILL NO.3 SCHOOL     http://www.hcp3.edu.hk	新界大埔南坑	NAM HANG TAI PO NEW TERRITORIES
P235	小學	匡智松嶺學校     HONG CHI PINEHILL SCHOOL     http://www.hcphs.edu.hk	新界大埔南坑大埔市地段第３４號	NAM HANG, TPTL 34 TAI PO NEW TERRITORIES
P236	小學	匡智張玉瓊晨輝學校     HONG CHI WINIFRED MARY CHEUNG MORN SCH     http://www.hcwmc.edu.hk	新界葵涌荔景山路２２０號	220 LAI KING HILL ROAD KWAI CHUNG NEW TERRITORIES
P237	小學	香港學堂國際學校     HONG KONG ACADEMY     http://www.hkacademy.edu.hk/	新界西貢惠民路３３號	33 WAI MAN ROAD SAI KUNG NEW TERRITORIES
P238	小學	香港復臨學校     HONG KONG ADVENTIST ACADEMY     http://www.hkaa.edu.hk/	新界西貢清水灣道１１１１號	1111 CLEAR WATER BAY ROAD SAI KUNG NEW TERRITORIES
P239	小學	香港浸信會聯會小學     HONG KONG BAPTIST CONVENTION PRIMARY SCH     http://www.hkbcps.edu.hk	新界荃灣麗順路２號麗城花園	BELVEDERE GARDEN 2 LAI SHUN ROAD TSUEN WAN NEW TERRITORIES
P240	小學	香港基督教服務處培愛學校     HONG KONG CHRISTIAN SERVICE PUI OI SCH   	新界屯門恆貴街６及８號	6 AND 8 HANG KWAI STREET TUEN MUN NEW TERRITORIES
P241	小學	HONG KONG INTERNATIONAL SCHOOL     http://www.hkis.edu.hk/	香港淺水灣南灣坊６及２３號	6 & 23 SOUTH BAY CLOSE REPULSE BAY HONG KONG
P242	小學	香港紅十字會醫院學校     HONG KONG RED CROSS HOSPITAL SCHOOLS     http://www.hkrchs.edu.hk	新界大埔全安路１１號雅麗氏何妙齡那打素醫院	ALICE HO MIU LING NETHERSOLE HOSPITAL 11 CHUEN ON ROAD TAI PO NEW TERRITORIES
P243	小學	香港紅十字會醫院學校     HONG KONG RED CROSS HOSPITAL SCHOOLS     http://www.hkrchs.edu.hk	九龍窩打老道２５號廣華醫院	KWONG WAH HOSPITAL 25 WATERLOO ROAD KOWLOON
P244	小學	香港南區官立小學     HONG KONG SOUTHERN DISTRICT GOVT PRI SCH     http://www.hksdgps.edu.hk	香港鴨脷洲鴨脷洲橋道３２５號	325 APLEICHAU BRIDGE RD APLEICHAU HONG KONG
P245	小學	香港學生輔助會小學     HONG KONG STUDENT AID SOCIETY PRI SCHOOL     http://www.hksasps.edu.hk/	新界元朗天水圍天業路２號	2 TIN YIP ROAD TIN SHUI WAI, YUEN LONG NEW TERRITORIES
P246	小學	HONGKONG JAPANESE SCHOOL     http://www.hkjs.edu.hk/	香港藍塘道１５７號	157 BLUE POOL ROAD HONG KONG
P247	小學	合一堂學校     HOP YAT CHURCH SCHOOL     http://www.hycs.edu.hk	九龍何文田公主道七號	7 PRINCESS MARGARET ROAD HOMANTIN KOWLOON
P248	小學	合一堂學校     HOP YAT CHURCH SCHOOL     http://www.hycs.edu.hk	九龍何文田巴富街６號	6 PERTH STREET HOMANTIN KOWLOON
P249	小學	聖母無玷聖心學校     IMMACULATE HEART OF MARY SCHOOL     http://www.ihms.edu.hk	沙田大圍美田路１號	1 MEI TIN ROAD TAI WAI, SHA TIN
P250	小學	弘立書院     INDEPENDENT SCHOOLS FOUNDATION ACADEMY     http://www.isf.edu.hk	香港薄扶林鋼綫灣道１號	1 KONG SIN WAN ROAD POKFULAM HONG KONG
